event_id,email,campaign_id,action,url_clicked,timestamp
29c19a0f-6fe2-4245-bc91-a4c7f251c646,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-2,2025-11-01 01:50:41.971412
a4ac4600-45b2-4e05-b8af-c19c9e77c65e,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Click,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-2,2025-11-01 01:53:12.971412
bdae5a66-99de-46fa-8493-e1171c6ba792,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-3,2026-01-10 14:24:16.971412
1295df1e-a62f-44ec-b9c3-ffb4f15415b5,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-3,2026-01-11 02:24:16.971412
500bf212-8c72-460d-8e9a-c0f7435e7ac2,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-3,2026-01-11 08:24:16.971412
cb92d021-5643-4439-b560-2c7ae825b343,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-4,2026-03-17 13:54:50.971412
634d638e-5fd3-4ad1-8921-41dae39538b1,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-4,2026-03-19 11:54:50.971412
3e858210-6c30-4448-8771-5b26334f655b,danielle.johnson@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Click,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-4,2026-03-17 13:56:24.971412
92e22217-7ae7-4a32-a295-4fabada37bb4,joshua.walker@shell.com,CMP_LIVE_HYDROGEN_INFRASTRUCTURE,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-hydrogen_infrastructure-8,2026-08-29 02:37:24.971412
a1bade10-bd28-4114-bee4-460aae65b92b,jill.rhodes@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-1,2025-03-20 05:07:50.971412
94edc73a-7c63-4543-a672-a1ffc247747f,jill.rhodes@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Click,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-1,2025-03-20 05:08:28.971412
6331b753-5362-40f6-a229-b2b2eaef1460,robert.johnson@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-1,2025-12-16 01:47:36.971412
b2d74e11-8306-4acb-8a7f-142344a1bdeb,jeffery.wagner@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-4,2025-08-25 11:28:14.971412
5bad9f5c-bde1-4d39-8d8a-5eafb57f1a1f,jeffery.wagner@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-3,2025-06-23 00:59:12.971412
9b1ab4f3-2815-40ef-b21e-baada7eda18d,jeffery.wagner@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-3,2025-06-23 06:59:12.971412
2578ca6e-95bf-4a18-8dfe-b0e8d07459c0,jeffery.wagner@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-3,2025-06-23 02:59:12.971412
da4dc69e-4540-4c95-8b65-3d21963fedb0,jeffery.wagner@shell.com,CMP_PAST_ASSET_OPTIMIZATION,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-asset_optimization-2,2025-05-02 07:43:42.971412
d8c14629-ba5d-4cc9-ac58-cafdbf86cbba,anthony.gonzalez@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-1,2025-12-16 01:47:12.971412
73a8e364-3f60-48dc-9f3c-5f52d5383f06,anthony.gonzalez@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-1,2025-12-17 19:47:12.971412
4658dcb4-caec-4eff-9de0-e9de59fcd547,debra.gardner@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-1,2025-12-16 01:49:16.971412
1515ac51-28f7-4e88-afe4-a695ec275d37,debra.gardner@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-1,2025-12-16 12:49:16.971412
511b82d0-e924-4f35-8495-096c9250ad36,debra.gardner@shell.com,CMP_LIVE_DIGITAL_TWIN,Open,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-6,2026-08-30 00:09:15.971412
16dd85cd-f000-4897-b3ff-7a4c0d224cec,debra.gardner@shell.com,CMP_LIVE_DIGITAL_TWIN,Click,https://example.com?utm_source=mailchimp&utm_campaign=email-digital_twin-6,2026-08-30 00:11:03.971412
